batch,time_point,replicate,DSB,repeat,allele,combo,Counts,Uncuttable_Combo_Counts,Fold_of_Uncuttable,Percent_of_Uncuttable
6,180,1,DSB2,INTACT,CHRVII_L03,C_to_D,143,11308,0.01264591439688716,1.264591439688716
6,180,1,DSB2,INTACT,CHRVII_L06,C_to_D,5,11308,4.421648390519986e-4,0.04421648390519986
6,180,1,DSB2,INTACT,CHRVII_L09,C_to_D,33,11308,0.0029182879377431907,0.2918287937743191
6,180,1,DSB2,INTACT,CHRXII_L01,C_to_D,195,11308,0.017244428723027946,1.7244428723027945
6,180,1,DSB2,INTACT,CHRXII_L05,C_to_D,8,11308,7.074637424831977e-4,0.07074637424831977
6,180,1,DSB2,INTACT,CHRXII_L07,C_to_D,22,11308,0.0019455252918287938,0.19455252918287938
6,180,1,DSB2,INTACT,CHRXII_L12,C_to_D,27,11308,0.0023876901308807924,0.23876901308807924
6,180,1,DSB2,INTACT,CHRXV_L01,C_to_D,10,11308,8.843296781039972e-4,0.08843296781039972
6,180,1,DSB2,INTACT,CHRXV_L04,C_to_D,16,11308,0.0014149274849663955,0.14149274849663954
6,180,1,DSB2,INTACT,CHRXV_L15,C_to_D,20,11308,0.0017686593562079944,0.17686593562079944
6,180,1,DSB2,INTACT,CHRXV_L17_2,C_to_D,5,11308,4.421648390519986e-4,0.04421648390519986
6,180,1,DSB2,INTACT,CHRXV_L18_1PERCENT_CONTROL,C_to_D,8,11308,7.074637424831977e-4,0.07074637424831977
6,180,1,DSB2,INTACT,COMMON,C_to_D,563623,11308,49.84285461620092,4984.285461620092
6,180,1,DSB2,INTACT,NO_CUT,C_to_D,11308,11308,1,100
6,180,1,DSB2,SSA,CHRIII_L02,C_to_D,137,64040,0.0021392879450343534,0.21392879450343535
6,180,1,DSB2,SSA,CHRIII_L03,C_to_D,34,64040,5.309181761399126e-4,0.05309181761399125
6,180,1,DSB2,SSA,CHRIII_L04,C_to_D,176,64040,0.0027482823235477826,0.27482823235477827
6,180,1,DSB2,SSA,CHRIV_L01,C_to_D,62,64040,9.681449094316052e-4,0.09681449094316052
6,180,1,DSB2,SSA,CHRIV_L03,C_to_D,211,64040,0.0032948157401623984,0.32948157401623984
6,180,1,DSB2,SSA,CHRIV_L06_2,C_to_D,14,64040,2.1861336664584635e-4,0.021861336664584636
6,180,1,DSB2,SSA,CHRIV_L10_2,C_to_D,65,64040,0.0010149906308557152,0.10149906308557152
6,180,1,DSB2,SSA,CHRIV_L12_2,C_to_D,85,64040,0.0013272954403497814,0.13272954403497814
6,180,1,DSB2,SSA,CHRIV_L13,C_to_D,53,64040,8.276077451592755e-4,0.08276077451592755
6,180,1,DSB2,SSA,CHRIV_L15_2,C_to_D,128,64040,0.0019987507807620237,0.19987507807620236
6,180,1,DSB2,SSA,CHRVII_990K,C_to_D,20,64040,3.123048094940662e-4,0.03123048094940662
6,180,1,DSB2,SSA,CHRVII_L03,C_to_D,417,64040,0.0065115552779512805,0.6511555277951281
6,180,1,DSB2,SSA,CHRVII_L06,C_to_D,10,64040,1.561524047470331e-4,0.01561524047470331
6,180,1,DSB2,SSA,CHRVII_L09,C_to_D,106,64040,0.001655215490318551,0.1655215490318551
6,180,1,DSB2,SSA,CHRXII_L01,C_to_D,521,64040,0.008135540287320425,0.8135540287320425
6,180,1,DSB2,SSA,CHRXII_L05,C_to_D,23,64040,3.5915053091817615e-4,0.03591505309181761
6,180,1,DSB2,SSA,CHRXII_L07,C_to_D,63,64040,9.837601499063085e-4,0.09837601499063085
6,180,1,DSB2,SSA,CHRXII_L12,C_to_D,58,64040,9.05683947532792e-4,0.0905683947532792
6,180,1,DSB2,SSA,CHRXV_L01,C_to_D,24,64040,3.7476577139287947e-4,0.037476577139287946
6,180,1,DSB2,SSA,CHRXV_L04,C_to_D,51,64040,7.963772642098688e-4,0.07963772642098688
6,180,1,DSB2,SSA,CHRXV_L15,C_to_D,107,64040,0.0016708307307932541,0.16708307307932543
6,180,1,DSB2,SSA,CHRXV_L17_2,C_to_D,14,64040,2.1861336664584635e-4,0.021861336664584636
6,180,1,DSB2,SSA,CHRXV_L18_1PERCENT_CONTROL,C_to_D,18,64040,2.810743285446596e-4,0.028107432854465958
6,180,1,DSB2,SSA,COMMON,C_to_D,1117160,64040,17.44472204871955,1744.472204871955
6,180,1,DSB2,SSA,NO_CUT,C_to_D,64040,64040,1,100
6,180,1,TRANS,INTACT,CHRIII_L02,A_to_D,544,285,1.9087719298245613,190.87719298245614
6,180,1,TRANS,INTACT,CHRIII_L02,C_to_B,2,81,0.024691358024691357,2.4691358024691357
6,180,1,TRANS,INTACT,CHRIII_L03,A_to_D,1829,285,6.417543859649123,641.7543859649123
6,180,1,TRANS,INTACT,CHRIII_L04,A_to_D,3452,285,12.112280701754386,1211.2280701754387
6,180,1,TRANS,INTACT,CHRIV_L01,A_to_D,816,285,2.863157894736842,286.3157894736842
6,180,1,TRANS,INTACT,CHRIV_L03,A_to_D,795,285,2.789473684210526,278.94736842105266
6,180,1,TRANS,INTACT,CHRIV_L06_2,A_to_D,1170,285,4.105263157894737,410.5263157894737
6,180,1,TRANS,INTACT,CHRIV_L10_2,A_to_D,2756,285,9.670175438596491,967.0175438596491
6,180,1,TRANS,INTACT,CHRIV_L12_2,A_to_D,1030,285,3.6140350877192984,361.4035087719298
6,180,1,TRANS,INTACT,CHRIV_L13,A_to_D,787,285,2.76140350877193,276.140350877193
6,180,1,TRANS,INTACT,CHRIV_L15_2,A_to_D,970,285,3.4035087719298245,340.35087719298247
6,180,1,TRANS,INTACT,CHRIV_L15_2,C_to_B,5,81,0.06172839506172839,6.172839506172839
6,180,1,TRANS,INTACT,CHRVII_990K,A_to_D,859,285,3.0140350877192983,301.4035087719298
6,180,1,TRANS,INTACT,CHRVII_L03,A_to_D,1002,285,3.5157894736842104,351.57894736842104
6,180,1,TRANS,INTACT,CHRVII_L03,C_to_B,3,81,0.037037037037037035,3.7037037037037037
6,180,1,TRANS,INTACT,CHRVII_L06,A_to_D,1103,285,3.8701754385964913,387.0175438596491
6,180,1,TRANS,INTACT,CHRVII_L09,A_to_D,482,285,1.6912280701754385,169.12280701754386
6,180,1,TRANS,INTACT,CHRVII_L09,C_to_B,1,81,0.012345679012345678,1.2345679012345678
6,180,1,TRANS,INTACT,CHRXII_L01,A_to_D,888,285,3.1157894736842104,311.57894736842104
6,180,1,TRANS,INTACT,CHRXII_L01,C_to_B,2,81,0.024691358024691357,2.4691358024691357
6,180,1,TRANS,INTACT,CHRXII_L05,A_to_D,2517,285,8.83157894736842,883.1578947368421
6,180,1,TRANS,INTACT,CHRXII_L07,A_to_D,1744,285,6.1192982456140355,611.9298245614035
6,180,1,TRANS,INTACT,CHRXII_L07,C_to_B,1,81,0.012345679012345678,1.2345679012345678
6,180,1,TRANS,INTACT,CHRXII_L12,A_to_D,513,285,1.8,180
6,180,1,TRANS,INTACT,CHRXV_L01,A_to_D,2509,285,8.803508771929824,880.3508771929825
6,180,1,TRANS,INTACT,CHRXV_L15,A_to_D,651,285,2.2842105263157895,228.42105263157896
6,180,1,TRANS,INTACT,CHRXV_L15,C_to_B,1,81,0.012345679012345678,1.2345679012345678
6,180,1,TRANS,INTACT,CHRXV_L17_2,A_to_D,1125,285,3.9473684210526314,394.7368421052632
6,180,1,TRANS,INTACT,CHRXV_L18_1PERCENT_CONTROL,A_to_D,26,285,0.0912280701754386,9.12280701754386
6,180,1,TRANS,INTACT,CHRXV_L18_1PERCENT_CONTROL,C_to_B,1,81,0.012345679012345678,1.2345679012345678
6,180,1,TRANS,INTACT,COMMON,A_to_D,7,285,0.02456140350877193,2.456140350877193
6,180,1,TRANS,INTACT,COMMON,C_to_B,14469,81,178.62962962962962,17862.962962962964
6,180,1,TRANS,INTACT,NO_CUT,A_to_D,285,285,1,100
6,180,1,TRANS,INTACT,NO_CUT,C_to_B,81,81,1,100
6,180,1,TRANS,SSA,CHRIII_L02,A_to_D,2549,651,3.9155145929339477,391.55145929339477
6,180,1,TRANS,SSA,CHRIII_L02,C_to_B,5,130,0.038461538461538464,3.8461538461538463
6,180,1,TRANS,SSA,CHRIII_L03,A_to_D,7997,651,12.284178187403993,1228.4178187403993
6,180,1,TRANS,SSA,CHRIII_L04,A_to_D,14606,651,22.43625192012289,2243.6251920122886
6,180,1,TRANS,SSA,CHRIII_L04,C_to_B,5,130,0.038461538461538464,3.8461538461538463
6,180,1,TRANS,SSA,CHRIV_L01,A_to_D,3885,651,5.967741935483871,596.7741935483871
6,180,1,TRANS,SSA,CHRIV_L01,C_to_B,1,130,0.007692307692307693,0.7692307692307693
6,180,1,TRANS,SSA,CHRIV_L03,A_to_D,4019,651,6.17357910906298,617.357910906298
6,180,1,TRANS,SSA,CHRIV_L03,C_to_B,6,130,0.046153846153846156,4.615384615384615
6,180,1,TRANS,SSA,CHRIV_L06_2,A_to_D,5980,651,9.185867895545314,918.5867895545315
6,180,1,TRANS,SSA,CHRIV_L06_2,C_to_B,1,130,0.007692307692307693,0.7692307692307693
6,180,1,TRANS,SSA,CHRIV_L10_2,A_to_D,15870,651,24.377880184331797,2437.78801843318
6,180,1,TRANS,SSA,CHRIV_L10_2,C_to_B,1,130,0.007692307692307693,0.7692307692307693
6,180,1,TRANS,SSA,CHRIV_L12_2,A_to_D,4962,651,7.622119815668203,762.2119815668203
6,180,1,TRANS,SSA,CHRIV_L12_2,C_to_B,1,130,0.007692307692307693,0.7692307692307693
6,180,1,TRANS,SSA,CHRIV_L13,A_to_D,3888,651,5.972350230414746,597.2350230414746
6,180,1,TRANS,SSA,CHRIV_L13,C_to_B,1,130,0.007692307692307693,0.7692307692307693
6,180,1,TRANS,SSA,CHRIV_L15_2,A_to_D,4255,651,6.536098310291859,653.6098310291859
6,180,1,TRANS,SSA,CHRIV_L15_2,C_to_B,8,130,0.06153846153846154,6.153846153846154
6,180,1,TRANS,SSA,CHRVII_990K,A_to_D,4048,651,6.218125960061444,621.8125960061444
6,180,1,TRANS,SSA,CHRVII_L03,A_to_D,4951,651,7.605222734254992,760.5222734254992
6,180,1,TRANS,SSA,CHRVII_L03,C_to_B,6,130,0.046153846153846156,4.615384615384615
6,180,1,TRANS,SSA,CHRVII_L06,A_to_D,5126,651,7.874039938556067,787.4039938556068
6,180,1,TRANS,SSA,CHRVII_L09,A_to_D,2331,651,3.5806451612903225,358.06451612903226
6,180,1,TRANS,SSA,CHRVII_L09,C_to_B,2,130,0.015384615384615385,1.5384615384615385
6,180,1,TRANS,SSA,CHRXII_L01,A_to_D,3995,651,6.136712749615976,613.6712749615975
6,180,1,TRANS,SSA,CHRXII_L01,C_to_B,13,130,0.1,10
6,180,1,TRANS,SSA,CHRXII_L05,A_to_D,13382,651,20.556067588325654,2055.6067588325654
6,180,1,TRANS,SSA,CHRXII_L07,A_to_D,9125,651,14.01689708141321,1401.689708141321
6,180,1,TRANS,SSA,CHRXII_L07,C_to_B,1,130,0.007692307692307693,0.7692307692307693
6,180,1,TRANS,SSA,CHRXII_L12,A_to_D,2378,651,3.6528417818740397,365.284178187404
6,180,1,TRANS,SSA,CHRXII_L12,C_to_B,2,130,0.015384615384615385,1.5384615384615385
6,180,1,TRANS,SSA,CHRXV_L01,A_to_D,12888,651,19.797235023041473,1979.7235023041474
6,180,1,TRANS,SSA,CHRXV_L04,A_to_D,7,651,0.010752688172043012,1.075268817204301
6,180,1,TRANS,SSA,CHRXV_L15,A_to_D,3142,651,4.82642089093702,482.642089093702
6,180,1,TRANS,SSA,CHRXV_L15,C_to_B,1,130,0.007692307692307693,0.7692307692307693
6,180,1,TRANS,SSA,CHRXV_L17_2,A_to_D,5011,651,7.697388632872504,769.7388632872504
6,180,1,TRANS,SSA,CHRXV_L18_1PERCENT_CONTROL,A_to_D,51,651,0.07834101382488479,7.8341013824884795
6,180,1,TRANS,SSA,COMMON,A_to_D,17,651,0.026113671274961597,2.61136712749616
6,180,1,TRANS,SSA,COMMON,C_to_B,52528,130,404.0615384615385,40406.153846153844
6,180,1,TRANS,SSA,NO_CUT,A_to_D,651,651,1,100
6,180,1,TRANS,SSA,NO_CUT,C_to_B,130,130,1,100
8,0,1,DSB1,INTACT,CHRIII_L02,A_to_B,15921,13469,1.182047665008538,118.20476650085381
8,0,1,DSB1,INTACT,CHRIII_L03,A_to_B,24378,13469,1.8099339223401887,180.99339223401887
8,0,1,DSB1,INTACT,CHRIII_L04,A_to_B,22672,13469,1.6832727002747048,168.3272700274705
8,0,1,DSB1,INTACT,CHRIV_L01,A_to_B,20350,13469,1.510876828272329,151.0876828272329
8,0,1,DSB1,INTACT,CHRIV_L03,A_to_B,24110,13469,1.790036379835177,179.0036379835177
8,0,1,DSB1,INTACT,CHRIV_L06_2,A_to_B,18022,13469,1.338035488900438,133.8035488900438
8,0,1,DSB1,INTACT,CHRIV_L10_2,A_to_B,18466,13469,1.3710000742445616,137.10000742445615
8,0,1,DSB1,INTACT,CHRIV_L12_2,A_to_B,14301,13469,1.0617714752394387,106.17714752394387
8,0,1,DSB1,INTACT,CHRIV_L13,A_to_B,15536,13469,1.1534635087979805,115.34635087979805
8,0,1,DSB1,INTACT,CHRIV_L15_2,A_to_B,16593,13469,1.2319400103942386,123.19400103942387
8,0,1,DSB1,INTACT,CHRVII_990K,A_to_B,19433,13469,1.442794565298092,144.27945652980918
8,0,1,DSB1,INTACT,CHRVII_L03,A_to_B,18266,13469,1.3561511619273887,135.6151161927389
8,0,1,DSB1,INTACT,CHRVII_L06,A_to_B,26674,13469,1.980399435741332,198.0399435741332
8,0,1,DSB1,INTACT,CHRVII_L09,A_to_B,29785,13469,2.2113742668349543,221.13742668349542
8,0,1,DSB1,INTACT,CHRXII_L01,A_to_B,21286,13469,1.5803697379166977,158.03697379166977
8,0,1,DSB1,INTACT,CHRXII_L05,A_to_B,14419,13469,1.0705323335065706,107.05323335065707
8,0,1,DSB1,INTACT,CHRXII_L07,A_to_B,15825,13469,1.174920187096295,117.49201870962952
8,0,1,DSB1,INTACT,CHRXII_L12,A_to_B,32470,13469,2.4107209146929987,241.07209146929986
8,0,1,DSB1,INTACT,CHRXV_L01,A_to_B,48231,13469,3.5808894498477986,358.08894498477986
8,0,1,DSB1,INTACT,CHRXV_L04,A_to_B,30,13469,0.002227336847575915,0.2227336847575915
8,0,1,DSB1,INTACT,CHRXV_L15,A_to_B,14443,13469,1.0723142029846313,107.23142029846314
8,0,1,DSB1,INTACT,CHRXV_L17_2,A_to_B,12778,13469,0.9486970079441681,94.86970079441681
8,0,1,DSB1,INTACT,CHRXV_L18_1PERCENT_CONTROL,A_to_B,2079,13469,0.15435444353701092,15.435444353701092
8,0,1,DSB1,INTACT,COMMON,A_to_B,59,13469,0.004380429133565966,0.4380429133565966
8,0,1,DSB1,INTACT,NO_CUT,A_to_B,13469,13469,1,100
8,0,1,DSB1,SSA,CHRIII_L02,A_to_B,576,8035,0.0716863721219664,7.168637212196639
8,0,1,DSB1,SSA,CHRIII_L03,A_to_B,845,8035,0.10516490354698195,10.516490354698195
8,0,1,DSB1,SSA,CHRIII_L04,A_to_B,802,8035,0.09981331673926572,9.98133167392657
8,0,1,DSB1,SSA,CHRIV_L01,A_to_B,734,8035,0.09135034225264468,9.135034225264468
8,0,1,DSB1,SSA,CHRIV_L03,A_to_B,863,8035,0.10740510267579341,10.74051026757934
8,0,1,DSB1,SSA,CHRIV_L06_2,A_to_B,666,8035,0.08288736776602365,8.288736776602365
8,0,1,DSB1,SSA,CHRIV_L10_2,A_to_B,707,8035,0.08799004355942751,8.79900435594275
8,0,1,DSB1,SSA,CHRIV_L12_2,A_to_B,472,8035,0.05874299937772246,5.874299937772246
8,0,1,DSB1,SSA,CHRIV_L13,A_to_B,578,8035,0.07193528313627878,7.193528313627878
8,0,1,DSB1,SSA,CHRIV_L15_2,A_to_B,590,8035,0.07342874922215308,7.342874922215308
8,0,1,DSB1,SSA,CHRVII_990K,A_to_B,745,8035,0.09271935283136279,9.271935283136278
8,0,1,DSB1,SSA,CHRVII_L03,A_to_B,662,8035,0.08238954573739889,8.238954573739887
8,0,1,DSB1,SSA,CHRVII_L06,A_to_B,965,8035,0.12009956440572496,12.009956440572495
8,0,1,DSB1,SSA,CHRVII_L09,A_to_B,1118,8035,0.13914125700062227,13.914125700062227
8,0,1,DSB1,SSA,CHRXII_L01,A_to_B,750,8035,0.09334163036714374,9.334163036714374
8,0,1,DSB1,SSA,CHRXII_L05,A_to_B,510,8035,0.06347230864965775,6.347230864965775
8,0,1,DSB1,SSA,CHRXII_L07,A_to_B,568,8035,0.07069072806471687,7.069072806471686
8,0,1,DSB1,SSA,CHRXII_L12,A_to_B,1186,8035,0.1476042314872433,14.760423148724332
8,0,1,DSB1,SSA,CHRXV_L01,A_to_B,1681,8035,0.20920970752955817,20.920970752955817
8,0,1,DSB1,SSA,CHRXV_L04,A_to_B,2,8035,2.489110143123833e-4,0.024891101431238332
8,0,1,DSB1,SSA,CHRXV_L15,A_to_B,527,8035,0.06558805227131301,6.558805227131301
8,0,1,DSB1,SSA,CHRXV_L17_2,A_to_B,464,8035,0.05774735532047293,5.774735532047293
8,0,1,DSB1,SSA,CHRXV_L18_1PERCENT_CONTROL,A_to_B,81,8035,0.010080896079651524,1.0080896079651525
8,0,1,DSB1,SSA,COMMON,A_to_B,1,8035,1.2445550715619165e-4,0.012445550715619166
8,0,1,DSB1,SSA,NO_CUT,A_to_B,8035,8035,1,100
8,0,1,DSB2,INTACT,CHRIII_L02,C_to_D,25,3550,0.007042253521126761,0.704225352112676
8,0,1,DSB2,INTACT,CHRIII_L03,C_to_D,333,3550,0.09380281690140845,9.380281690140846
8,0,1,DSB2,INTACT,CHRIII_L04,C_to_D,46,3550,0.012957746478873239,1.295774647887324
8,0,1,DSB2,INTACT,CHRIV_L01,C_to_D,31,3550,0.008732394366197183,0.8732394366197183
8,0,1,DSB2,INTACT,CHRIV_L03,C_to_D,33,3550,0.009295774647887323,0.9295774647887324
8,0,1,DSB2,INTACT,CHRIV_L06_2,C_to_D,59,3550,0.016619718309859154,1.6619718309859155
8,0,1,DSB2,INTACT,CHRIV_L10_2,C_to_D,7,3550,0.001971830985915493,0.19718309859154928
8,0,1,DSB2,INTACT,CHRIV_L12_2,C_to_D,296,3550,0.08338028169014085,8.338028169014084
8,0,1,DSB2,INTACT,CHRIV_L13,C_to_D,15,3550,0.004225352112676056,0.4225352112676056
8,0,1,DSB2,INTACT,CHRIV_L15_2,C_to_D,87,3550,0.024507042253521127,2.4507042253521125
8,0,1,DSB2,INTACT,CHRVII_990K,C_to_D,48,3550,0.013521126760563381,1.352112676056338
8,0,1,DSB2,INTACT,CHRVII_L03,C_to_D,188,3550,0.05295774647887324,5.295774647887324
8,0,1,DSB2,INTACT,CHRVII_L06,C_to_D,83,3550,0.023380281690140847,2.3380281690140845
8,0,1,DSB2,INTACT,CHRVII_L09,C_to_D,12,3550,0.0033802816901408453,0.3380281690140845
8,0,1,DSB2,INTACT,CHRXII_L01,C_to_D,1,3550,2.8169014084507044e-4,0.028169014084507043
8,0,1,DSB2,INTACT,CHRXII_L05,C_to_D,51,3550,0.01436619718309859,1.4366197183098592
8,0,1,DSB2,INTACT,CHRXII_L07,C_to_D,96,3550,0.027042253521126762,2.704225352112676
8,0,1,DSB2,INTACT,CHRXII_L12,C_to_D,27,3550,0.007605633802816901,0.7605633802816901
8,0,1,DSB2,INTACT,CHRXV_L01,C_to_D,7,3550,0.001971830985915493,0.19718309859154928
8,0,1,DSB2,INTACT,CHRXV_L04,C_to_D,95,3550,0.02676056338028169,2.676056338028169
8,0,1,DSB2,INTACT,CHRXV_L15,C_to_D,38,3550,0.010704225352112675,1.0704225352112675
8,0,1,DSB2,INTACT,CHRXV_L17_2,C_to_D,30,3550,0.008450704225352112,0.8450704225352113
8,0,1,DSB2,INTACT,CHRXV_L18_1PERCENT_CONTROL,C_to_D,5,3550,0.0014084507042253522,0.14084507042253522
8,0,1,DSB2,INTACT,COMMON,C_to_D,1044235,3550,294.1507042253521,29415.070422535213
8,0,1,DSB2,INTACT,NO_CUT,C_to_D,3550,3550,1,100
8,0,1,DSB2,SSA,CHRIII_L02,C_to_D,1,1624,6.157635467980296e-4,0.06157635467980296
8,0,1,DSB2,SSA,CHRIII_L03,C_to_D,2,1624,0.0012315270935960591,0.12315270935960591
8,0,1,DSB2,SSA,CHRIII_L04,C_to_D,2,1624,0.0012315270935960591,0.12315270935960591
8,0,1,DSB2,SSA,CHRIV_L06_2,C_to_D,1,1624,6.157635467980296e-4,0.06157635467980296
8,0,1,DSB2,SSA,CHRIV_L12_2,C_to_D,4,1624,0.0024630541871921183,0.24630541871921183
8,0,1,DSB2,SSA,CHRIV_L15_2,C_to_D,3,1624,0.0018472906403940886,0.18472906403940886
8,0,1,DSB2,SSA,CHRVII_L06,C_to_D,3,1624,0.0018472906403940886,0.18472906403940886
8,0,1,DSB2,SSA,CHRXV_L01,C_to_D,1,1624,6.157635467980296e-4,0.06157635467980296
8,0,1,DSB2,SSA,CHRXV_L04,C_to_D,1,1624,6.157635467980296e-4,0.06157635467980296
8,0,1,DSB2,SSA,COMMON,C_to_D,6435,1624,3.9624384236453203,396.24384236453204
8,0,1,DSB2,SSA,NO_CUT,C_to_D,1624,1624,1,100
8,0,1,TRANS,INTACT,CHRIII_L02,A_to_D,26,65,0.4,40
8,0,1,TRANS,INTACT,CHRIII_L02,C_to_B,2,8,0.25,25
8,0,1,TRANS,INTACT,CHRIII_L03,A_to_D,15,65,0.23076923076923078,23.076923076923077
8,0,1,TRANS,INTACT,CHRIII_L04,A_to_D,52,65,0.8,80
8,0,1,TRANS,INTACT,CHRIV_L01,A_to_D,28,65,0.4307692307692308,43.07692307692308
8,0,1,TRANS,INTACT,CHRIV_L03,A_to_D,27,65,0.4153846153846154,41.53846153846154
8,0,1,TRANS,INTACT,CHRIV_L06_2,A_to_D,30,65,0.46153846153846156,46.15384615384615
8,0,1,TRANS,INTACT,CHRIV_L10_2,A_to_D,34,65,0.5230769230769231,52.30769230769231
8,0,1,TRANS,INTACT,CHRIV_L12_2,A_to_D,39,65,0.6,60
8,0,1,TRANS,INTACT,CHRIV_L13,A_to_D,12,65,0.18461538461538463,18.46153846153846
8,0,1,TRANS,INTACT,CHRIV_L15_2,A_to_D,20,65,0.3076923076923077,30.76923076923077
8,0,1,TRANS,INTACT,CHRIV_L15_2,C_to_B,2,8,0.25,25
8,0,1,TRANS,INTACT,CHRVII_990K,A_to_D,17,65,0.26153846153846155,26.153846153846153
