batch,time_point,replicate,DSB,repeat,allele,combo,Counts,Uncuttable_Combo_Counts,Fold_of_Uncuttable,Percent_of_Uncuttable
8,0,1,TRANS,INTACT,CHRVII_L03,A_to_D,17,65,0.26153846153846155,26.153846153846153
8,0,1,TRANS,INTACT,CHRVII_L06,A_to_D,32,65,0.49230769230769234,49.23076923076923
8,0,1,TRANS,INTACT,CHRVII_L09,A_to_D,29,65,0.4461538461538462,44.61538461538461
8,0,1,TRANS,INTACT,CHRXII_L01,A_to_D,18,65,0.27692307692307694,27.692307692307693
8,0,1,TRANS,INTACT,CHRXII_L05,A_to_D,24,65,0.36923076923076925,36.92307692307692
8,0,1,TRANS,INTACT,CHRXII_L07,A_to_D,32,65,0.49230769230769234,49.23076923076923
8,0,1,TRANS,INTACT,CHRXII_L12,A_to_D,36,65,0.5538461538461539,55.38461538461539
8,0,1,TRANS,INTACT,CHRXV_L01,A_to_D,46,65,0.7076923076923077,70.76923076923077
8,0,1,TRANS,INTACT,CHRXV_L15,A_to_D,16,65,0.24615384615384617,24.615384615384617
8,0,1,TRANS,INTACT,CHRXV_L17_2,A_to_D,27,65,0.4153846153846154,41.53846153846154
8,0,1,TRANS,INTACT,CHRXV_L18_1PERCENT_CONTROL,A_to_D,4,65,0.06153846153846154,6.153846153846154
8,0,1,TRANS,INTACT,COMMON,C_to_B,422,8,52.75,5275
8,0,1,TRANS,INTACT,NO_CUT,A_to_D,65,65,1,100
8,0,1,TRANS,INTACT,NO_CUT,C_to_B,8,8,1,100
8,0,1,TRANS,SSA,CHRIII_L02,A_to_D,4,17,0.23529411764705882,23.529411764705884
8,0,1,TRANS,SSA,CHRIII_L02,C_to_B,1,3,0.3333333333333333,33.333333333333336
8,0,1,TRANS,SSA,CHRIII_L04,A_to_D,4,17,0.23529411764705882,23.529411764705884
8,0,1,TRANS,SSA,CHRIV_L01,A_to_D,3,17,0.17647058823529413,17.647058823529413
8,0,1,TRANS,SSA,CHRIV_L03,A_to_D,5,17,0.29411764705882354,29.41176470588235
8,0,1,TRANS,SSA,CHRIV_L06_2,A_to_D,4,17,0.23529411764705882,23.529411764705884
8,0,1,TRANS,SSA,CHRIV_L12_2,A_to_D,6,17,0.35294117647058826,35.294117647058826
8,0,1,TRANS,SSA,CHRIV_L13,A_to_D,3,17,0.17647058823529413,17.647058823529413
8,0,1,TRANS,SSA,CHRIV_L15_2,A_to_D,2,17,0.11764705882352941,11.764705882352942
8,0,1,TRANS,SSA,CHRVII_990K,A_to_D,2,17,0.11764705882352941,11.764705882352942
8,0,1,TRANS,SSA,CHRVII_L03,A_to_D,3,17,0.17647058823529413,17.647058823529413
8,0,1,TRANS,SSA,CHRVII_L06,A_to_D,11,17,0.6470588235294118,64.70588235294117
8,0,1,TRANS,SSA,CHRVII_L09,A_to_D,2,17,0.11764705882352941,11.764705882352942
8,0,1,TRANS,SSA,CHRXII_L01,A_to_D,1,17,0.058823529411764705,5.882352941176471
8,0,1,TRANS,SSA,CHRXII_L05,A_to_D,6,17,0.35294117647058826,35.294117647058826
8,0,1,TRANS,SSA,CHRXII_L07,A_to_D,6,17,0.35294117647058826,35.294117647058826
8,0,1,TRANS,SSA,CHRXII_L12,A_to_D,11,17,0.6470588235294118,64.70588235294117
8,0,1,TRANS,SSA,CHRXV_L01,A_to_D,3,17,0.17647058823529413,17.647058823529413
8,0,1,TRANS,SSA,CHRXV_L15,A_to_D,2,17,0.11764705882352941,11.764705882352942
8,0,1,TRANS,SSA,CHRXV_L17_2,A_to_D,8,17,0.47058823529411764,47.05882352941177
8,0,1,TRANS,SSA,COMMON,C_to_B,97,3,32.333333333333336,3233.3333333333335
8,0,1,TRANS,SSA,NO_CUT,A_to_D,17,17,1,100
8,0,1,TRANS,SSA,NO_CUT,C_to_B,3,3,1,100
8,180,1,DSB1,INTACT,CHRIII_L02,A_to_B,4458,11814,0.3773489080751651,37.73489080751651
8,180,1,DSB1,INTACT,CHRIII_L03,A_to_B,17067,11814,1.4446419502285424,144.46419502285423
8,180,1,DSB1,INTACT,CHRIII_L04,A_to_B,17488,11814,1.4802776367022177,148.02776367022176
8,180,1,DSB1,INTACT,CHRIV_L01,A_to_B,6459,11814,0.5467242254951752,54.67242254951752
8,180,1,DSB1,INTACT,CHRIV_L03,A_to_B,14814,11814,1.2539360081259523,125.39360081259522
8,180,1,DSB1,INTACT,CHRIV_L06_2,A_to_B,9638,11814,0.8158117487726426,81.58117487726426
8,180,1,DSB1,INTACT,CHRIV_L10_2,A_to_B,7560,11814,0.6399187404773997,63.99187404773997
8,180,1,DSB1,INTACT,CHRIV_L12_2,A_to_B,8425,11814,0.713136956153716,71.3136956153716
8,180,1,DSB1,INTACT,CHRIV_L13,A_to_B,6711,11814,0.5680548501777553,56.80548501777552
8,180,1,DSB1,INTACT,CHRIV_L15_2,A_to_B,5442,11814,0.4606399187404774,46.06399187404774
8,180,1,DSB1,INTACT,CHRVII_990K,A_to_B,4919,11814,0.4163704079905197,41.637040799051974
8,180,1,DSB1,INTACT,CHRVII_L03,A_to_B,3982,11814,0.3370577281191806,33.70577281191807
8,180,1,DSB1,INTACT,CHRVII_L06,A_to_B,17018,11814,1.4404943287624852,144.04943287624852
8,180,1,DSB1,INTACT,CHRVII_L09,A_to_B,10134,11814,0.8577958354494667,85.77958354494668
8,180,1,DSB1,INTACT,CHRXII_L01,A_to_B,6259,11814,0.5297951582867784,52.97951582867784
8,180,1,DSB1,INTACT,CHRXII_L05,A_to_B,6652,11814,0.5630607753512782,56.30607753512781
8,180,1,DSB1,INTACT,CHRXII_L07,A_to_B,9162,11814,0.7755205688166582,77.55205688166582
8,180,1,DSB1,INTACT,CHRXII_L12,A_to_B,25576,11814,2.164889114609785,216.4889114609785
8,180,1,DSB1,INTACT,CHRXV_L01,A_to_B,19659,11814,1.664042661249365,166.40426612493653
8,180,1,DSB1,INTACT,CHRXV_L04,A_to_B,11,11814,9.31098696461825e-4,0.0931098696461825
8,180,1,DSB1,INTACT,CHRXV_L15,A_to_B,10683,11814,0.904266124936516,90.4266124936516
8,180,1,DSB1,INTACT,CHRXV_L17_2,A_to_B,9245,11814,0.7825461317081429,78.2546131708143
8,180,1,DSB1,INTACT,CHRXV_L18_1PERCENT_CONTROL,A_to_B,1318,11814,0.11156255290333503,11.156255290333503
8,180,1,DSB1,INTACT,COMMON,A_to_B,24,11814,0.002031488065007618,0.2031488065007618
8,180,1,DSB1,INTACT,NO_CUT,A_to_B,11814,11814,1,100
8,180,1,DSB1,SSA,CHRIII_L02,A_to_B,25254,127246,0.1984659635666347,19.846596356663472
8,180,1,DSB1,SSA,CHRIII_L03,A_to_B,81255,127246,0.6385662417679141,63.856624176791414
8,180,1,DSB1,SSA,CHRIII_L04,A_to_B,53064,127246,0.4170190025619666,41.70190025619666
8,180,1,DSB1,SSA,CHRIV_L01,A_to_B,41666,127246,0.32744447762601575,32.744447762601574
8,180,1,DSB1,SSA,CHRIV_L03,A_to_B,77241,127246,0.6070210458481996,60.702104584819956
8,180,1,DSB1,SSA,CHRIV_L06_2,A_to_B,53336,127246,0.41915659431337726,41.91565943133772
8,180,1,DSB1,SSA,CHRIV_L10_2,A_to_B,35991,127246,0.2828458261949295,28.28458261949295
8,180,1,DSB1,SSA,CHRIV_L12_2,A_to_B,33400,127246,0.2624836930041023,26.24836930041023
8,180,1,DSB1,SSA,CHRIV_L13,A_to_B,32377,127246,0.2544441475567012,25.44441475567012
8,180,1,DSB1,SSA,CHRIV_L15_2,A_to_B,33552,127246,0.26367822957106707,26.367822957106707
8,180,1,DSB1,SSA,CHRVII_990K,A_to_B,26341,127246,0.2070084717790736,20.70084717790736
8,180,1,DSB1,SSA,CHRVII_L03,A_to_B,24310,127246,0.19104726278232714,19.104726278232715
8,180,1,DSB1,SSA,CHRVII_L06,A_to_B,95233,127246,0.7484164531694513,74.84164531694513
8,180,1,DSB1,SSA,CHRVII_L09,A_to_B,63017,127246,0.49523757131854834,49.52375713185483
8,180,1,DSB1,SSA,CHRXII_L01,A_to_B,39101,127246,0.3072866730584851,30.728667305848514
8,180,1,DSB1,SSA,CHRXII_L05,A_to_B,24443,127246,0.19209248227842132,19.20924822784213
8,180,1,DSB1,SSA,CHRXII_L07,A_to_B,36781,127246,0.2890542728258649,28.905427282586487
8,180,1,DSB1,SSA,CHRXII_L12,A_to_B,114316,127246,0.8983858038759568,89.83858038759568
8,180,1,DSB1,SSA,CHRXV_L01,A_to_B,164758,127246,1.294799050657781,129.4799050657781
8,180,1,DSB1,SSA,CHRXV_L04,A_to_B,63,127246,4.951039718340852e-4,0.049510397183408515
8,180,1,DSB1,SSA,CHRXV_L15,A_to_B,31676,127246,0.24893513352089652,24.893513352089652
8,180,1,DSB1,SSA,CHRXV_L17_2,A_to_B,53538,127246,0.4207440705405278,42.07440705405278
8,180,1,DSB1,SSA,CHRXV_L18_1PERCENT_CONTROL,A_to_B,9409,127246,0.07394338525376043,7.394338525376043
8,180,1,DSB1,SSA,COMMON,A_to_B,85,127246,6.679974223158292e-4,0.06679974223158291
8,180,1,DSB1,SSA,NO_CUT,A_to_B,127246,127246,1,100
8,180,1,DSB2,INTACT,CHRIII_L02,C_to_D,31,5283,0.005867878099564641,0.5867878099564642
8,180,1,DSB2,INTACT,CHRIII_L03,C_to_D,147,5283,0.027825099375354913,2.782509937535491
8,180,1,DSB2,INTACT,CHRIII_L04,C_to_D,25,5283,0.00473215975771342,0.47321597577134206
8,180,1,DSB2,INTACT,CHRIV_L01,C_to_D,22,5283,0.00416430058678781,0.416430058678781
8,180,1,DSB2,INTACT,CHRIV_L03,C_to_D,14,5283,0.0026500094643195156,0.26500094643195155
8,180,1,DSB2,INTACT,CHRIV_L06_2,C_to_D,24,5283,0.004542873367404884,0.4542873367404884
8,180,1,DSB2,INTACT,CHRIV_L10_2,C_to_D,4,5283,7.571455612341472e-4,0.07571455612341473
8,180,1,DSB2,INTACT,CHRIV_L12_2,C_to_D,128,5283,0.02422865795949271,2.422865795949271
8,180,1,DSB2,INTACT,CHRIV_L13,C_to_D,8,5283,0.0015142911224682945,0.15142911224682945
8,180,1,DSB2,INTACT,CHRIV_L15_2,C_to_D,63,5283,0.01192504258943782,1.192504258943782
8,180,1,DSB2,INTACT,CHRVII_990K,C_to_D,13,5283,0.0024607230740109785,0.24607230740109787
8,180,1,DSB2,INTACT,CHRVII_L03,C_to_D,76,5283,0.014385765663448798,1.4385765663448797
8,180,1,DSB2,INTACT,CHRVII_L06,C_to_D,21,5283,0.003975014196479273,0.3975014196479273
8,180,1,DSB2,INTACT,CHRVII_L09,C_to_D,7,5283,0.0013250047321597578,0.13250047321597577
8,180,1,DSB2,INTACT,CHRXII_L01,C_to_D,1,5283,1.892863903085368e-4,0.01892863903085368
8,180,1,DSB2,INTACT,CHRXII_L05,C_to_D,33,5283,0.006246450880181715,0.6246450880181715
8,180,1,DSB2,INTACT,CHRXII_L07,C_to_D,30,5283,0.0056785917092561046,0.5678591709256104
8,180,1,DSB2,INTACT,CHRXII_L12,C_to_D,14,5283,0.0026500094643195156,0.26500094643195155
8,180,1,DSB2,INTACT,CHRXV_L01,C_to_D,1,5283,1.892863903085368e-4,0.01892863903085368
8,180,1,DSB2,INTACT,CHRXV_L04,C_to_D,56,5283,0.010600037857278062,1.0600037857278062
8,180,1,DSB2,INTACT,CHRXV_L15,C_to_D,16,5283,0.003028582244936589,0.3028582244936589
8,180,1,DSB2,INTACT,CHRXV_L17_2,C_to_D,4,5283,7.571455612341472e-4,0.07571455612341473
8,180,1,DSB2,INTACT,CHRXV_L18_1PERCENT_CONTROL,C_to_D,3,5283,5.678591709256105e-4,0.05678591709256105
8,180,1,DSB2,INTACT,COMMON,C_to_D,527722,5283,99.89059246640167,9989.059246640167
8,180,1,DSB2,INTACT,NO_CUT,C_to_D,5283,5283,1,100
8,180,1,DSB2,SSA,CHRIII_L02,C_to_D,68,34704,0.001959428307976026,0.19594283079760258
8,180,1,DSB2,SSA,CHRIII_L03,C_to_D,508,34704,0.014638082065467958,1.4638082065467957
8,180,1,DSB2,SSA,CHRIII_L04,C_to_D,105,34704,0.003025587828492393,0.30255878284923926
8,180,1,DSB2,SSA,CHRIV_L01,C_to_D,54,34704,0.0015560165975103733,0.15560165975103735
8,180,1,DSB2,SSA,CHRIV_L03,C_to_D,41,34704,0.001181420009220839,0.1181420009220839
8,180,1,DSB2,SSA,CHRIV_L06_2,C_to_D,91,34704,0.0026221761180267402,0.26221761180267406
8,180,1,DSB2,SSA,CHRIV_L10_2,C_to_D,14,34704,4.0341171046565235e-4,0.04034117104656524
8,180,1,DSB2,SSA,CHRIV_L12_2,C_to_D,365,34704,0.01051751959428308,1.051751959428308
8,180,1,DSB2,SSA,CHRIV_L13,C_to_D,34,34704,9.79714153988013e-4,0.09797141539880129
8,180,1,DSB2,SSA,CHRIV_L15_2,C_to_D,148,34704,0.0042646380820654676,0.4264638082065468
8,180,1,DSB2,SSA,CHRVII_990K,C_to_D,59,34704,0.0017000922083909636,0.17000922083909636
8,180,1,DSB2,SSA,CHRVII_L03,C_to_D,297,34704,0.008558091286307055,0.8558091286307054
8,180,1,DSB2,SSA,CHRVII_L06,C_to_D,87,34704,0.0025069156293222685,0.25069156293222683
8,180,1,DSB2,SSA,CHRVII_L09,C_to_D,12,34704,3.4578146611341634e-4,0.034578146611341634
8,180,1,DSB2,SSA,CHRXII_L01,C_to_D,1,34704,2.8815122176118026e-5,0.002881512217611803
8,180,1,DSB2,SSA,CHRXII_L05,C_to_D,98,34704,0.0028238819732595666,0.28238819732595666
8,180,1,DSB2,SSA,CHRXII_L07,C_to_D,146,34704,0.004207007837713232,0.4207007837713232
8,180,1,DSB2,SSA,CHRXII_L12,C_to_D,68,34704,0.001959428307976026,0.19594283079760258
8,180,1,DSB2,SSA,CHRXV_L01,C_to_D,7,34704,2.0170585523282618e-4,0.02017058552328262
8,180,1,DSB2,SSA,CHRXV_L04,C_to_D,212,34704,0.006108805901337022,0.6108805901337022
8,180,1,DSB2,SSA,CHRXV_L15,C_to_D,87,34704,0.0025069156293222685,0.25069156293222683
8,180,1,DSB2,SSA,CHRXV_L17_2,C_to_D,16,34704,4.610419548178884e-4,0.046104195481788846
8,180,1,DSB2,SSA,CHRXV_L18_1PERCENT_CONTROL,C_to_D,33,34704,9.508990318118949e-4,0.09508990318118948
8,180,1,DSB2,SSA,COMMON,C_to_D,1155167,34704,33.28627823881973,3328.627823881973
8,180,1,DSB2,SSA,NO_CUT,C_to_D,34704,34704,1,100
8,180,1,TRANS,INTACT,CHRIII_L02,A_to_D,396,363,1.0909090909090908,109.0909090909091
8,180,1,TRANS,INTACT,CHRIII_L02,C_to_B,4,58,0.06896551724137931,6.896551724137931
8,180,1,TRANS,INTACT,CHRIII_L03,A_to_D,698,363,1.9228650137741048,192.28650137741047
8,180,1,TRANS,INTACT,CHRIII_L03,C_to_B,1,58,0.017241379310344827,1.7241379310344827
8,180,1,TRANS,INTACT,CHRIII_L04,A_to_D,1106,363,3.046831955922865,304.6831955922865
8,180,1,TRANS,INTACT,CHRIV_L01,A_to_D,946,363,2.606060606060606,260.6060606060606
8,180,1,TRANS,INTACT,CHRIV_L03,A_to_D,1529,363,4.212121212121212,421.2121212121212
8,180,1,TRANS,INTACT,CHRIV_L06_2,A_to_D,945,363,2.603305785123967,260.3305785123967
8,180,1,TRANS,INTACT,CHRIV_L10_2,A_to_D,709,363,1.953168044077135,195.3168044077135
8,180,1,TRANS,INTACT,CHRIV_L12_2,A_to_D,528,363,1.4545454545454546,145.45454545454547
8,180,1,TRANS,INTACT,CHRIV_L12_2,C_to_B,1,58,0.017241379310344827,1.7241379310344827
8,180,1,TRANS,INTACT,CHRIV_L13,A_to_D,697,363,1.9201101928374655,192.01101928374655
8,180,1,TRANS,INTACT,CHRIV_L15_2,A_to_D,689,363,1.8980716253443526,189.80716253443526
8,180,1,TRANS,INTACT,CHRIV_L15_2,C_to_B,4,58,0.06896551724137931,6.896551724137931
8,180,1,TRANS,INTACT,CHRVII_990K,A_to_D,579,363,1.5950413223140496,159.50413223140495
8,180,1,TRANS,INTACT,CHRVII_L03,A_to_D,443,363,1.2203856749311295,122.03856749311295
8,180,1,TRANS,INTACT,CHRVII_L03,C_to_B,1,58,0.017241379310344827,1.7241379310344827
8,180,1,TRANS,INTACT,CHRVII_L06,A_to_D,1815,363,5,500
8,180,1,TRANS,INTACT,CHRVII_L09,A_to_D,1691,363,4.658402203856749,465.8402203856749
8,180,1,TRANS,INTACT,CHRXII_L01,A_to_D,582,363,1.603305785123967,160.3305785123967
8,180,1,TRANS,INTACT,CHRXII_L05,A_to_D,495,363,1.3636363636363635,136.36363636363637
8,180,1,TRANS,INTACT,CHRXII_L07,A_to_D,506,363,1.393939393939394,139.3939393939394
8,180,1,TRANS,INTACT,CHRXII_L12,A_to_D,2855,363,7.865013774104683,786.5013774104683
8,180,1,TRANS,INTACT,CHRXV_L01,A_to_D,5302,363,14.606060606060606,1460.6060606060605
8,180,1,TRANS,INTACT,CHRXV_L04,A_to_D,3,363,0.008264462809917356,0.8264462809917356
8,180,1,TRANS,INTACT,CHRXV_L15,A_to_D,412,363,1.1349862258953167,113.49862258953168
8,180,1,TRANS,INTACT,CHRXV_L17_2,A_to_D,947,363,2.608815426997245,260.8815426997245
8,180,1,TRANS,INTACT,CHRXV_L18_1PERCENT_CONTROL,A_to_D,25,363,0.06887052341597796,6.887052341597796
8,180,1,TRANS,INTACT,COMMON,A_to_D,1,363,0.0027548209366391185,0.27548209366391185
8,180,1,TRANS,INTACT,COMMON,C_to_B,9081,58,156.56896551724137,15656.896551724138
8,180,1,TRANS,INTACT,NO_CUT,A_to_D,363,363,1,100
8,180,1,TRANS,INTACT,NO_CUT,C_to_B,58,58,1,100
8,180,1,TRANS,SSA,CHRIII_L02,A_to_D,2267,1284,1.7655763239875388,176.5576323987539
8,180,1,TRANS,SSA,CHRIII_L02,C_to_B,10,190,0.05263157894736842,5.2631578947368425
8,180,1,TRANS,SSA,CHRIII_L03,A_to_D,3719,1284,2.896417445482866,289.6417445482866
8,180,1,TRANS,SSA,CHRIII_L03,C_to_B,13,190,0.06842105263157895,6.842105263157895
8,180,1,TRANS,SSA,CHRIII_L04,A_to_D,5291,1284,4.120716510903427,412.0716510903427
8,180,1,TRANS,SSA,CHRIII_L04,C_to_B,1,190,0.005263157894736842,0.5263157894736842
8,180,1,TRANS,SSA,CHRIV_L01,A_to_D,6280,1284,4.890965732087228,489.09657320872276
8,180,1,TRANS,SSA,CHRIV_L03,A_to_D,10287,1284,8.011682242990654,801.1682242990654
8,180,1,TRANS,SSA,CHRIV_L03,C_to_B,1,190,0.005263157894736842,0.5263157894736842
8,180,1,TRANS,SSA,CHRIV_L06_2,A_to_D,6206,1284,4.833333333333333,483.3333333333333
8,180,1,TRANS,SSA,CHRIV_L06_2,C_to_B,2,190,0.010526315789473684,1.0526315789473684
8,180,1,TRANS,SSA,CHRIV_L10_2,A_to_D,3808,1284,2.965732087227414,296.5732087227414
8,180,1,TRANS,SSA,CHRIV_L10_2,C_to_B,1,190,0.005263157894736842,0.5263157894736842
8,180,1,TRANS,SSA,CHRIV_L12_2,A_to_D,2770,1284,2.1573208722741435,215.73208722741433
8,180,1,TRANS,SSA,CHRIV_L12_2,C_to_B,5,190,0.02631578947368421,2.6315789473684212
8,180,1,TRANS,SSA,CHRIV_L13,A_to_D,4615,1284,3.594236760124611,359.42367601246104
8,180,1,TRANS,SSA,CHRIV_L13,C_to_B,1,190,0.005263157894736842,0.5263157894736842
8,180,1,TRANS,SSA,CHRIV_L15_2,A_to_D,4400,1284,3.426791277258567,342.6791277258567
8,180,1,TRANS,SSA,CHRIV_L15_2,C_to_B,14,190,0.07368421052631578,7.368421052631579
8,180,1,TRANS,SSA,CHRVII_990K,A_to_D,3384,1284,2.635514018691589,263.5514018691589
8,180,1,TRANS,SSA,CHRVII_990K,C_to_B,1,190,0.005263157894736842,0.5263157894736842
8,180,1,TRANS,SSA,CHRVII_L03,A_to_D,3042,1284,2.369158878504673,236.9158878504673
8,180,1,TRANS,SSA,CHRVII_L03,C_to_B,9,190,0.04736842105263158,4.7368421052631575
8,180,1,TRANS,SSA,CHRVII_L06,A_to_D,11216,1284,8.735202492211839,873.5202492211838
8,180,1,TRANS,SSA,CHRVII_L06,C_to_B,2,190,0.010526315789473684,1.0526315789473684
8,180,1,TRANS,SSA,CHRVII_L09,A_to_D,11176,1284,8.70404984423676,870.4049844236761
8,180,1,TRANS,SSA,CHRXII_L01,A_to_D,3554,1284,2.7679127725856696,276.791277258567
8,180,1,TRANS,SSA,CHRXII_L05,A_to_D,2934,1284,2.2850467289719627,228.50467289719626
8,180,1,TRANS,SSA,CHRXII_L05,C_to_B,4,190,0.021052631578947368,2.1052631578947367
8,180,1,TRANS,SSA,CHRXII_L07,A_to_D,2263,1284,1.7624610591900312,176.24610591900313
8,180,1,TRANS,SSA,CHRXII_L07,C_to_B,2,190,0.010526315789473684,1.0526315789473684
8,180,1,TRANS,SSA,CHRXII_L12,A_to_D,19413,1284,15.119158878504672,1511.9158878504672
8,180,1,TRANS,SSA,CHRXII_L12,C_to_B,1,190,0.005263157894736842,0.5263157894736842
8,180,1,TRANS,SSA,CHRXV_L01,A_to_D,34978,1284,27.241433021806852,2724.143302180685
8,180,1,TRANS,SSA,CHRXV_L04,A_to_D,4,1284,0.003115264797507788,0.3115264797507788
8,180,1,TRANS,SSA,CHRXV_L04,C_to_B,1,190,0.005263157894736842,0.5263157894736842
8,180,1,TRANS,SSA,CHRXV_L15,A_to_D,2408,1284,1.8753894080996885,187.53894080996884
8,180,1,TRANS,SSA,CHRXV_L17_2,A_to_D,5158,1284,4.017133956386293,401.71339563862927
8,180,1,TRANS,SSA,CHRXV_L17_2,C_to_B,1,190,0.005263157894736842,0.5263157894736842
8,180,1,TRANS,SSA,CHRXV_L18_1PERCENT_CONTROL,A_to_D,122,1284,0.09501557632398754,9.501557632398754
8,180,1,TRANS,SSA,CHRXV_L18_1PERCENT_CONTROL,C_to_B,3,190,0.015789473684210527,1.5789473684210527
8,180,1,TRANS,SSA,COMMON,A_to_D,11,1284,0.008566978193146417,0.8566978193146417
8,180,1,TRANS,SSA,COMMON,C_to_B,70029,190,368.5736842105263,36857.36842105263
8,180,1,TRANS,SSA,NO_CUT,A_to_D,1284,1284,1,100
8,180,1,TRANS,SSA,NO_CUT,C_to_B,190,190,1,100
